elements time
384130 4.769263
848045 11.225347
746375 9.465826
817848 10.601692
653562 8.493517
514437 6.747684
715728 9.128712
335712 3.671809
572040 7.014531
506974 7.374421
533664 6.403317
631810 8.636412
869166 11.297638
531744 6.367500
530830 7.974155
852630 11.703079
283728 3.072546
590150 7.226859
730170 9.305116
320574 3.618737
443802 5.352853
586960 7.239215
317254 3.647709
274758 3.136107
746496 9.136508
431640 5.308489
469942 6.582793
396942 4.564161
383042 4.748370
398574 4.681147
