elements time
4825 6.251254
4137 2.069703
9930 6.656135
4705 6.135414
5391 2.019958
7605 4.555952
4910 6.375940
4315 5.040092
3906 2.520878
3130 2.112579
4725 2.525051
6208 3.632276
3920 1.688518
9730 6.662299
3486 1.974398
4450 5.124433
6650 2.514079
4626 3.443726
7353 3.874392
3024 1.482907
3090 2.241113
6561 3.185264
7240 5.424180
8660 4.628179
2960 1.881953
4914 1.636919
3305 2.471690
5320 1.600252
3580 3.168636
5117 3.237757
