elements time
4825 64.967838
4137 11.067073
9930 71.601407
4705 58.543327
5391 11.523616
7605 39.590320
4910 62.655941
4315 40.613208
3906 15.317177
3130 13.525185
4725 17.346829
6208 28.264767
3920 9.816882
9730 66.730422
3486 10.962160
4450 45.476198
6650 16.615768
4626 27.124302
7353 34.263580
3024 6.994070
3090 12.757799
6561 22.349315
7240 48.870166
8660 40.835049
2960 11.491932
4914 8.809026
3305 16.301043
5320 8.206589
3580 21.765846
5117 22.765304
