elements time
4825 5.149768
4137 2.176339
9930 5.611462
4705 5.128389
5391 2.280549
7605 4.073758
4910 6.004369
4315 4.931161
3906 2.421695
3130 2.356655
4725 2.523857
6208 3.269204
3920 1.909061
9730 5.260426
3486 1.950198
4450 5.108008
6650 2.793815
4626 3.209684
7353 3.960272
3024 1.681673
3090 2.200824
6561 3.508317
7240 4.691867
8660 4.200666
2960 2.049403
4914 1.801271
3305 2.598509
5320 1.825462
3580 2.866981
5117 3.431232
