elements time
384130 3.428411
848045 9.906056
746375 7.741015
817848 9.124460
653562 6.586924
514437 5.212823
715728 7.338918
335712 2.419114
572040 5.442237
506974 5.695097
533664 4.788259
631810 7.135961
869166 9.769192
531744 4.878226
530830 6.479958
852630 10.240551
283728 1.939186
590150 5.614405
730170 7.268266
320574 2.464379
443802 3.853150
586960 5.431181
317254 2.537895
274758 2.133865
746496 7.065167
431640 3.951196
469942 4.997344
396942 3.233979
383042 3.239875
398574 2.963505
