elements time
384130 4.337610
848045 11.009056
746375 8.901876
817848 10.267364
653562 7.848664
514437 5.913097
715728 8.314380
335712 2.726370
572040 6.050245
506974 6.666930
533664 5.579518
631810 8.152372
869166 10.825204
531744 5.521938
530830 7.313936
852630 11.279403
283728 2.186560
590150 6.737417
730170 8.625305
320574 2.744568
443802 4.377713
586960 6.356345
317254 2.866858
274758 2.380979
746496 8.063666
431640 4.407712
469942 5.772611
396942 3.667259
383042 3.843999
398574 3.677789
