elements time
3 0.000064
18 0.000130
10 0.000301
30 0.000171
80 0.000504
90 0.000562
90 0.000560
90 0.000559
24 0.000142
8 0.000063
21 0.000164
12 0.000112
40 0.000255
20 0.000116
36 0.000269
40 0.000247
6 0.000104
72 0.000446
36 0.000251
32 0.000213
27 0.000235
28 0.000188
16 0.000204
16 0.000160
18 0.000217
80 0.000446
100 0.000529
36 0.000161
45 0.000253
27 0.000194
