elements time
5640 0.160012
3672 0.076036
4316 0.107892
6853 0.176534
5590 0.137796
3905 0.078563
5148 0.115459
4020 0.077818
6762 0.194015
5005 0.136408
5074 0.126671
9212 0.272478
5092 0.112567
3657 0.071717
4745 0.100196
5225 0.157706
4980 0.119307
6640 0.165217
5256 0.114951
4964 0.106017
4488 0.123296
7650 0.202471
4674 0.111738
3584 0.066177
6241 0.149872
4536 0.094728
5166 0.122307
4335 0.113052
7138 0.184207
5500 0.178589
